Property_ID,Has_Gym,Has_Swimming_Pool,Has_Security,Has_Parking,Has_Power_Backup
PROP_1638,1,0,1,0,0
PROP_1639,1,0,1,0,0
PROP_1640,0,0,1,1,1
PROP_1641,1,0,0,1,1
PROP_1642,1,1,0,0,1
PROP_1643,1,0,0,1,1
PROP_1644,0,0,0,1,1
PROP_1645,1,1,0,0,0
PROP_1646,0,0,1,1,0
PROP_1647,0,0,0,0,1
PROP_1648,0,0,0,1,1
PROP_1649,1,0,0,1,0
PROP_1650,0,1,0,0,0
PROP_1651,0,0,0,0,0
PROP_1652,0,1,1,1,0
PROP_1653,0,1,1,0,1
PROP_1654,1,1,1,0,1
PROP_1655,1,1,0,1,0
PROP_1656,1,1,0,0,0
PROP_1657,0,0,1,1,1
PROP_1658,1,1,0,0,1
PROP_1659,1,0,1,1,1
PROP_1660,0,1,1,0,0
PROP_1661,1,1,0,0,0
PROP_1662,1,0,0,1,0
PROP_1663,0,1,0,0,0
PROP_1664,1,0,1,1,0
PROP_1665,0,0,0,1,1
PROP_1666,0,0,1,0,0
PROP_1667,1,1,0,1,1
PROP_1668,1,0,0,0,0
PROP_1669,1,0,0,0,1
PROP_1670,0,0,1,0,0
PROP_1671,0,1,0,0,1
PROP_1672,1,0,1,1,1
PROP_1673,0,1,1,1,0
PROP_1674,1,0,1,0,1
PROP_1675,1,0,1,0,0
PROP_1676,0,1,0,0,0
PROP_1677,0,1,1,1,0
PROP_1678,0,0,1,1,0
PROP_1679,1,1,0,0,1
PROP_1680,1,0,1,0,0
PROP_1681,1,0,0,1,1
PROP_1682,0,1,0,1,1
PROP_1683,1,1,1,0,1
PROP_1684,0,0,0,0,0
PROP_1685,1,1,0,1,1
PROP_1686,1,1,0,1,1
PROP_1687,0,0,0,1,1
PROP_1688,1,1,0,1,0
PROP_1689,1,0,1,0,0
PROP_1690,0,0,0,1,0
PROP_1691,0,0,0,0,1
PROP_1692,1,0,0,1,1
PROP_1693,0,1,1,0,1
PROP_1694,0,0,0,1,0
PROP_1695,0,1,1,0,0
PROP_1696,1,0,0,0,1
PROP_1697,0,0,1,1,1
PROP_1698,1,1,1,1,0
PROP_1699,0,0,1,0,0
PROP_1700,0,1,0,0,0
PROP_1701,0,0,0,0,1
PROP_1702,1,0,0,1,0
PROP_1703,0,1,0,1,1
PROP_1704,0,1,1,1,0
PROP_1705,1,1,1,0,0
PROP_1706,0,1,0,1,0
PROP_1707,1,0,0,1,1
PROP_1708,0,1,0,0,0
PROP_1709,1,0,1,1,1
PROP_1710,0,1,0,0,1
PROP_1711,0,1,1,0,0
PROP_1712,0,0,0,0,1
PROP_1713,1,0,0,0,1
PROP_1714,0,1,1,1,1
PROP_1715,1,1,1,0,1
PROP_1716,1,0,1,0,1
PROP_1717,1,1,1,1,1
PROP_1718,0,1,1,1,1
PROP_1719,0,0,0,0,0
PROP_1720,1,0,1,0,1
PROP_1721,1,1,0,1,1
PROP_1722,0,0,1,1,1
PROP_1723,1,1,1,1,1
PROP_1724,0,1,1,0,0
PROP_1725,0,1,1,1,0
PROP_1726,0,0,0,1,0
PROP_1727,0,1,1,1,0
PROP_1728,0,0,1,0,1
PROP_1729,1,0,1,1,1
PROP_1730,1,1,1,1,0
PROP_1731,0,0,0,1,0
PROP_1732,0,0,1,1,0
PROP_1733,1,1,1,1,0
PROP_1734,1,1,0,0,0
PROP_1735,0,0,1,0,1
PROP_1736,1,1,0,0,0
PROP_1737,0,1,1,1,1
PROP_1738,0,1,0,0,0
PROP_1739,1,0,1,0,1
PROP_1740,1,1,0,0,1
PROP_1741,1,0,1,1,1
PROP_1742,1,1,0,0,0
PROP_1743,0,1,1,0,0
PROP_1744,0,0,1,1,1
PROP_1745,1,0,0,0,0
PROP_1746,0,0,1,0,1
PROP_1747,0,1,1,1,0
PROP_1748,1,1,1,1,0
PROP_1749,1,1,0,1,0
PROP_1750,0,1,0,1,0
PROP_1751,0,0,0,1,0
PROP_1752,0,1,0,1,1
PROP_1753,1,0,0,1,0
PROP_1754,1,0,0,1,1
PROP_1755,1,1,1,0,1
PROP_1756,1,0,0,0,0
PROP_1757,0,0,0,0,1
PROP_1758,1,0,1,0,0
PROP_1759,0,0,1,1,0
PROP_1760,1,1,0,0,0
PROP_1761,1,0,0,1,1
PROP_1762,0,0,1,0,0
PROP_1763,1,0,1,0,1
PROP_1764,0,1,0,1,1
PROP_1765,1,0,1,0,0
PROP_1766,0,1,0,0,0
PROP_1767,1,0,1,0,0
PROP_1768,1,1,1,1,1
PROP_1769,1,0,0,1,1
PROP_1770,0,0,0,1,0
PROP_1771,1,0,0,1,1
PROP_1772,0,1,1,0,1
PROP_1773,0,0,0,1,0
PROP_1774,0,0,1,1,0
PROP_1775,1,1,1,0,0
PROP_1776,1,0,1,0,0
PROP_1777,0,0,1,1,0
PROP_1778,1,0,0,1,0
PROP_1779,1,0,0,1,1
PROP_1780,0,0,1,1,0
PROP_1781,0,0,0,0,1
PROP_1782,0,1,1,1,0
PROP_1783,1,1,1,0,1
PROP_1784,1,0,1,0,0
PROP_1785,1,1,0,0,0
PROP_1786,1,0,0,1,1
PROP_1787,1,0,1,0,0
PROP_1788,1,1,0,0,0
PROP_1789,1,1,1,0,0
PROP_1790,0,1,1,1,1
PROP_1791,0,0,0,1,0
PROP_1792,1,1,1,1,0
PROP_1793,1,1,0,1,0
PROP_1794,0,0,0,1,0
PROP_1795,1,1,0,1,0
PROP_1796,0,1,1,1,1
PROP_1797,0,1,1,0,1
PROP_1798,0,1,1,1,0
PROP_1799,1,0,1,1,1
PROP_1800,0,0,0,1,0
PROP_1801,1,1,0,0,1
PROP_1802,0,0,0,1,1
PROP_1803,1,0,1,1,0
PROP_1804,1,0,0,1,0
PROP_1805,1,1,1,1,1
PROP_1806,1,1,1,1,1
PROP_1807,1,1,0,1,1
PROP_1808,1,1,1,0,1
PROP_1809,1,1,0,1,1
PROP_1810,1,0,1,1,1
PROP_1811,0,0,0,1,0
PROP_1812,1,0,0,0,1
PROP_1813,1,1,0,0,0
PROP_1814,0,1,1,1,1
PROP_1815,0,0,1,0,1
PROP_1816,0,0,1,1,0
PROP_1817,0,1,1,1,0
PROP_1818,0,1,1,1,1
PROP_1819,0,0,1,0,0
PROP_1820,0,0,0,0,1
PROP_1821,0,1,0,1,0
PROP_1822,0,1,0,1,1
PROP_1823,1,0,0,0,0
PROP_1824,0,0,1,0,1
PROP_1825,1,1,0,0,1
PROP_1826,1,0,1,0,0
PROP_1827,0,1,1,1,0
PROP_1828,1,0,0,1,1
PROP_1829,1,1,0,0,0
PROP_1830,0,1,0,1,0
PROP_1831,1,1,0,1,1
PROP_1832,0,1,1,0,1
PROP_1833,0,1,1,1,0
PROP_1834,0,1,1,0,1
PROP_1835,0,1,0,1,1
PROP_1836,1,1,0,0,0
PROP_1837,1,0,1,0,1
PROP_1838,0,1,0,0,1
PROP_1839,0,1,1,0,0
PROP_1840,1,1,0,0,1
PROP_1841,0,0,0,0,0
PROP_1842,1,1,1,0,1
PROP_1843,1,0,0,0,0
PROP_1844,0,1,0,1,0
PROP_1845,1,1,0,1,0
PROP_1846,1,0,0,1,1
PROP_1847,0,1,1,0,0
PROP_1848,1,0,1,1,0
PROP_1849,1,1,0,0,0
PROP_1850,0,1,1,0,1
PROP_1851,0,0,0,0,0
PROP_1852,1,0,0,1,0
PROP_1853,1,0,1,1,1
PROP_1854,1,0,1,0,1
PROP_1855,1,0,0,0,0
PROP_1856,1,1,0,1,1
PROP_1857,1,0,1,1,0
PROP_1858,1,0,1,1,0
PROP_1859,1,1,1,1,0
PROP_1860,1,0,0,1,1
PROP_1861,1,1,1,1,0
PROP_1862,1,0,0,0,0
PROP_1863,1,0,0,0,0
PROP_1864,1,1,1,1,0
PROP_1865,0,1,0,0,0
PROP_1866,1,1,1,0,0
PROP_1867,1,1,0,1,1
PROP_1868,1,0,1,0,0
PROP_1869,1,1,0,0,0
PROP_1870,0,1,0,1,0
PROP_1871,1,0,0,1,1
PROP_1872,1,0,0,1,1
PROP_1873,0,0,1,0,1
PROP_1874,1,0,0,1,1
PROP_1875,1,1,1,1,0
PROP_1876,0,1,1,1,1
PROP_1877,0,0,1,1,0
PROP_1878,0,1,0,1,0
PROP_1879,1,1,1,0,0
PROP_1880,0,1,1,1,0
PROP_1881,1,1,1,0,1
PROP_1882,1,1,0,1,1
PROP_1883,1,0,1,1,1
PROP_1884,1,1,1,1,0
PROP_1885,0,1,0,1,1
PROP_1886,1,1,1,0,0
PROP_1887,0,1,1,1,0
PROP_1888,1,1,1,0,1
PROP_1889,0,1,0,1,0
PROP_1890,0,1,0,0,1
PROP_1891,0,0,0,1,1
PROP_1892,1,0,0,0,0
PROP_1893,1,0,0,1,1
PROP_1894,0,1,1,1,1
PROP_1895,0,0,0,1,0
PROP_1896,0,0,0,1,1
PROP_1897,1,0,0,0,0
PROP_1898,1,0,0,1,0
PROP_1899,1,0,0,1,0
PROP_1900,0,1,1,1,0
PROP_1901,0,1,0,0,1
PROP_1902,1,1,0,1,0
PROP_1903,0,0,0,0,0
PROP_1904,1,1,0,0,0
PROP_1905,0,1,1,1,1
PROP_1906,0,1,1,0,1
PROP_1907,0,0,0,1,1
PROP_1908,0,0,0,1,1
PROP_1909,1,0,1,0,1
PROP_1910,0,1,0,0,1
PROP_1911,0,1,1,0,1
PROP_1912,0,0,1,0,1
PROP_1913,0,0,1,1,0
PROP_1914,1,0,0,1,0
PROP_1915,1,0,0,1,0
PROP_1916,0,0,0,0,1
PROP_1917,0,1,1,1,0
PROP_1918,0,0,0,1,1
PROP_1919,0,1,0,0,1
PROP_1920,1,0,0,0,0
PROP_1921,0,1,0,1,0
PROP_1922,0,0,1,0,0
PROP_1923,0,1,0,0,1
PROP_1924,1,0,1,1,1
PROP_1925,0,1,1,0,0
PROP_1926,1,1,0,1,0
PROP_1927,0,1,1,0,0
PROP_1928,1,0,1,0,0
PROP_1929,1,1,0,1,0
PROP_1930,0,0,1,1,0
PROP_1931,1,1,1,1,0
PROP_1932,0,0,0,0,1
PROP_1933,1,0,0,0,1
PROP_1934,1,1,0,0,1
PROP_1935,0,0,0,0,0
PROP_1936,1,1,0,0,0
PROP_1937,1,1,1,1,1
PROP_1938,1,0,0,1,0
PROP_1939,1,0,0,1,0
PROP_1940,1,1,1,0,1
PROP_1941,1,1,1,1,0
PROP_1942,0,1,0,0,1
PROP_1943,0,0,1,0,0
PROP_1944,0,0,0,1,1
PROP_1945,0,1,0,0,0
PROP_1946,1,0,1,0,1
PROP_1947,0,1,0,0,0
PROP_1948,0,0,0,1,0
PROP_1949,0,0,0,0,0
PROP_1950,1,1,1,1,0
PROP_1951,0,0,1,0,0
PROP_1952,0,1,0,1,0
PROP_1953,0,0,0,0,1
PROP_1954,1,0,1,0,0
PROP_1955,0,1,0,0,0
PROP_1956,0,0,0,0,0
PROP_1957,0,0,0,0,1
PROP_1958,1,0,0,0,0
PROP_1959,1,1,0,1,0
PROP_1960,0,0,1,0,0
PROP_1961,1,0,0,1,0
PROP_1962,1,0,0,0,1
PROP_1963,1,0,1,0,0
PROP_1964,1,0,0,1,0
PROP_1965,0,1,0,0,1
PROP_1966,0,1,1,1,1
PROP_1967,1,0,0,1,0
PROP_1968,1,0,1,0,1
PROP_1969,1,0,0,0,1
PROP_1970,0,1,0,0,0
PROP_1971,0,0,1,0,0
PROP_1972,0,1,0,0,0
PROP_1973,1,0,1,1,1
PROP_1974,0,0,1,0,0
PROP_1975,1,1,0,0,1
PROP_1976,0,1,1,1,0
PROP_1977,1,0,1,1,0
PROP_1978,1,1,1,0,0
PROP_1979,1,1,0,0,0
PROP_1980,1,0,1,0,1
PROP_1981,1,0,1,1,0
PROP_1982,0,1,0,1,0
PROP_1983,1,1,0,0,0
PROP_1984,1,0,1,1,0
PROP_1985,1,0,1,0,0
PROP_1986,1,1,0,1,0
PROP_1987,0,0,0,0,0
PROP_1988,0,0,1,1,0
PROP_1989,0,1,0,1,0
PROP_1990,0,1,1,1,1
PROP_1991,0,1,0,0,1
PROP_1992,1,0,0,1,1
PROP_1993,0,0,0,0,1
PROP_1994,0,1,0,0,1
PROP_1995,1,1,1,1,1
PROP_1996,0,0,1,1,1
PROP_1997,1,1,1,1,0
PROP_1998,0,1,1,0,1
PROP_1999,1,1,0,1,1
PROP_2000,0,0,1,1,1
PROP_2001,0,0,0,1,1
PROP_2002,1,0,1,0,0
PROP_2003,0,0,1,0,1
PROP_2004,0,1,0,1,0
PROP_2005,1,0,1,1,0
PROP_2006,0,0,1,1,1
PROP_2007,0,0,0,0,0
PROP_2008,1,1,1,1,0
PROP_2009,0,1,1,1,0
PROP_2010,0,1,1,1,0
PROP_2011,0,0,1,1,1
PROP_2012,0,0,0,1,0
PROP_2013,0,1,0,0,1
PROP_2014,0,0,1,0,1
PROP_2015,0,0,0,1,0
PROP_2016,0,0,0,0,0
PROP_2017,0,1,1,0,1
PROP_2018,1,0,0,1,0
PROP_2019,0,0,0,1,1
PROP_2020,1,0,0,0,0
PROP_2021,1,0,1,0,1
PROP_2022,1,0,0,1,0
PROP_2023,0,1,1,1,0
PROP_2024,0,1,0,1,1
PROP_2025,0,1,0,1,1
PROP_2026,1,0,1,1,0
PROP_2027,0,1,1,1,1
PROP_2028,1,1,0,1,1
PROP_2029,1,1,1,1,1
PROP_2030,1,0,1,0,1
PROP_2031,1,0,1,1,0
PROP_2032,0,0,0,0,1
PROP_2033,1,1,1,0,1
PROP_2034,0,1,1,0,0
PROP_2035,0,0,1,0,0
PROP_2036,0,1,0,1,1
PROP_2037,0,1,1,0,1
PROP_2038,0,0,1,1,1
PROP_2039,1,0,1,1,0
PROP_2040,0,0,1,0,0
PROP_2041,1,1,0,1,0
PROP_2042,0,0,0,1,0
PROP_2043,1,1,0,1,0
PROP_2044,1,0,1,1,0
PROP_2045,1,0,1,0,0
PROP_2046,1,0,0,0,0
PROP_2047,1,0,0,0,0
PROP_2048,0,0,1,0,0
PROP_2049,1,0,1,1,0
PROP_2050,1,1,1,0,1
PROP_2051,0,1,1,0,0
PROP_2052,1,1,1,0,0
PROP_2053,1,0,1,0,0
PROP_2054,1,0,1,1,1
PROP_2055,1,0,0,0,1
PROP_2056,1,0,0,1,1
PROP_2057,1,1,1,1,0
PROP_2058,1,1,0,1,1
PROP_2059,0,0,1,0,0
PROP_2060,0,1,0,0,0
PROP_2061,1,0,1,1,1
PROP_2062,0,1,0,1,0
PROP_2063,0,0,0,1,1
PROP_2064,0,1,1,1,1
PROP_2065,1,1,1,0,1
PROP_2066,0,1,0,1,0
PROP_2067,0,1,0,1,0
PROP_2068,1,1,0,0,0
PROP_2069,0,1,0,0,0
PROP_2070,1,1,1,1,0
PROP_2071,1,1,1,0,0
PROP_2072,0,1,1,1,0
PROP_2073,0,1,1,0,1
PROP_2074,1,1,1,1,0
PROP_2075,0,1,1,0,0
PROP_2076,1,1,0,1,0
PROP_2077,0,0,0,1,1
PROP_2078,0,1,0,1,0
PROP_2079,1,0,0,1,0
PROP_2080,0,0,0,1,0
PROP_2081,1,0,0,1,0
PROP_2082,1,1,0,1,1
PROP_2083,0,0,1,1,0
PROP_2084,1,1,0,1,1
PROP_2085,1,1,1,0,1
PROP_2086,0,0,1,1,1
PROP_2087,1,1,0,0,0
PROP_2088,1,1,0,1,0
PROP_2089,1,0,0,1,1
PROP_2090,0,0,0,1,0
PROP_2091,1,1,0,1,0
PROP_2092,1,1,1,1,1
PROP_2093,1,0,0,0,1
PROP_2094,1,1,0,0,1
PROP_2095,1,1,0,1,1
PROP_2096,1,1,0,0,0
PROP_2097,0,1,0,1,0
PROP_2098,0,0,1,1,1
PROP_2099,0,0,1,0,1
PROP_2100,1,0,1,1,0
PROP_2101,0,0,1,0,0
PROP_2102,0,0,1,0,0
PROP_2103,0,1,1,0,1
PROP_2104,0,1,1,0,0
PROP_2105,1,0,0,0,0
PROP_2106,0,1,1,0,1
PROP_2107,1,1,1,1,0
PROP_2108,1,1,0,1,0
PROP_2109,1,0,0,0,0
PROP_2110,1,1,1,1,1
PROP_2111,1,1,0,1,1
PROP_2112,1,1,0,0,0
PROP_2113,0,1,1,1,1
PROP_2114,1,0,1,1,0
PROP_2115,1,1,0,1,0
PROP_2116,1,1,0,0,1
PROP_2117,1,1,0,0,1
PROP_2118,1,0,0,1,1
PROP_2119,0,1,1,0,1
PROP_2120,1,1,1,0,1
PROP_2121,0,1,0,1,1
PROP_2122,1,1,1,1,0
PROP_2123,0,0,1,1,1
PROP_2124,0,0,1,1,0
PROP_2125,0,1,0,1,1
PROP_2126,0,1,0,0,1
PROP_2127,0,0,1,1,1
PROP_2128,1,1,1,1,1
PROP_2129,1,1,1,0,1
PROP_2130,0,1,0,0,1
PROP_2131,0,1,0,0,0
PROP_2132,0,1,1,0,0
PROP_2133,1,1,1,1,1
PROP_2134,0,1,1,0,0
PROP_2135,0,1,1,0,1
PROP_2136,1,1,0,1,0
PROP_2137,1,0,0,0,0
PROP_2138,0,0,0,1,1
PROP_2139,0,1,1,0,1
PROP_2140,0,1,0,0,0
PROP_2141,0,1,1,1,0
PROP_2142,1,1,0,1,0
PROP_2143,1,0,0,0,1
PROP_2144,1,0,1,0,0
PROP_2145,1,1,1,1,0
PROP_2146,1,0,0,1,0
PROP_2147,0,1,1,1,0
PROP_2148,1,0,0,0,0
PROP_2149,1,1,1,1,1
PROP_2150,1,1,0,1,1
PROP_2151,0,1,0,0,1
PROP_2152,0,1,1,1,0
PROP_2153,0,0,1,1,1
PROP_2154,0,0,1,1,0
PROP_2155,0,0,0,0,0
PROP_2156,1,1,1,0,1
PROP_2157,0,1,1,0,1
PROP_2158,0,1,1,0,0
PROP_2159,0,1,0,1,1
PROP_2160,1,0,1,0,0
PROP_2161,1,1,0,0,0
PROP_2162,1,1,1,0,0
PROP_2163,1,1,1,0,0
PROP_2164,1,0,1,0,0
PROP_2165,1,0,0,0,1
PROP_2166,1,0,1,1,1
PROP_2167,1,1,0,0,0
PROP_2168,1,0,1,1,1
PROP_2169,1,0,0,0,0
PROP_2170,0,0,1,1,1
PROP_2171,0,1,0,1,0
PROP_2172,0,1,0,1,0
PROP_2173,0,1,1,0,1
PROP_2174,0,1,0,0,0
PROP_2175,0,0,0,0,1
PROP_2176,1,1,1,0,1
PROP_2177,0,1,1,1,0
PROP_2178,0,1,1,1,1
PROP_2179,0,0,1,1,1
PROP_2180,1,0,1,1,1
PROP_2181,0,1,0,1,0
PROP_2182,0,1,1,0,1
PROP_2183,0,1,1,1,1
PROP_2184,1,1,0,1,1
PROP_2185,1,0,1,1,0
PROP_2186,1,0,0,1,0
PROP_2187,1,1,1,1,0
PROP_2188,0,0,0,0,0
PROP_2189,1,0,1,0,1
PROP_2190,0,0,1,0,1
PROP_2191,1,1,0,1,1
PROP_2192,0,1,1,0,0
PROP_2193,0,0,1,1,0
PROP_2194,1,0,1,1,1
PROP_2195,0,1,0,0,0
PROP_2196,1,1,1,1,0
PROP_2197,1,1,0,1,0
PROP_2198,1,1,0,0,0
PROP_2199,0,1,1,0,1
PROP_2200,0,0,0,1,0
PROP_2201,0,1,1,1,0
PROP_2202,1,1,1,1,1
PROP_2203,1,0,0,0,0
PROP_2204,1,1,1,0,1
PROP_2205,1,0,0,1,0
PROP_2206,0,0,0,1,1
PROP_2207,1,1,0,1,0
PROP_2208,0,0,0,0,0
PROP_2209,0,1,1,1,0
PROP_2210,1,1,0,1,0
PROP_2211,0,0,1,0,1
PROP_2212,1,0,1,0,1
PROP_2213,1,0,1,1,1
PROP_2214,0,1,1,1,1
PROP_2215,1,1,0,1,0
PROP_2216,0,0,0,0,0
PROP_2217,1,1,1,1,1
PROP_2218,1,1,0,1,1
PROP_2219,0,1,0,0,1
PROP_2220,1,1,1,0,1
PROP_2221,0,0,0,1,1
PROP_2222,0,1,1,1,1
PROP_2223,1,0,1,1,0
PROP_2224,1,1,0,1,0
PROP_2225,0,0,0,0,0
PROP_2226,1,0,0,1,0
PROP_2227,1,0,1,0,1
PROP_2228,0,1,1,1,1
PROP_2229,0,1,0,1,1
PROP_2230,1,1,0,0,0
PROP_2231,0,1,0,1,0
PROP_2232,1,1,1,1,0
PROP_2233,0,0,0,0,1
PROP_2234,0,0,1,0,1
PROP_2235,0,1,0,1,0
PROP_2236,1,1,1,1,0
PROP_2237,0,1,1,1,1
PROP_2238,1,1,1,0,0
PROP_2239,0,1,1,0,0
PROP_2240,0,1,1,1,0
PROP_2241,0,0,0,1,1
PROP_2242,0,0,0,1,1
PROP_2243,0,0,1,0,0
PROP_2244,1,1,1,0,0
PROP_2245,0,0,1,1,1
PROP_2246,1,1,1,0,0
PROP_2247,0,0,1,1,1
PROP_2248,0,1,0,0,1
PROP_2249,0,0,0,0,1
PROP_2250,0,1,0,1,1
PROP_2251,1,1,0,0,1
PROP_2252,1,0,0,0,0
PROP_2253,0,1,1,0,0
PROP_2254,1,0,0,0,0
PROP_2255,0,0,1,0,0
PROP_2256,0,1,0,1,0
PROP_2257,0,0,0,1,1
PROP_2258,1,0,0,0,1
PROP_2259,1,1,1,0,1
PROP_2260,1,1,0,1,0
PROP_2261,1,1,1,1,1
PROP_2262,1,1,1,1,1
PROP_2263,1,1,0,0,1
PROP_2264,1,0,1,1,1
PROP_2265,0,1,0,0,1
PROP_2266,0,0,1,0,1
PROP_2267,0,0,0,0,1
PROP_2268,1,0,0,0,1
PROP_2269,0,1,1,0,0
PROP_2270,0,0,0,0,1
PROP_2271,1,1,1,0,1
PROP_2272,0,0,0,1,0
PROP_2273,1,0,0,1,1
PROP_2274,0,0,1,1,0
PROP_2275,0,1,0,0,0
PROP_2276,1,1,0,1,0
PROP_2277,1,1,0,1,0
PROP_2278,1,1,1,0,0
PROP_2279,1,1,0,1,1
PROP_2280,1,0,0,0,0
PROP_2281,1,1,1,1,1
PROP_2282,0,0,0,1,0
PROP_2283,0,1,0,0,0
PROP_2284,1,1,1,1,0
PROP_2285,0,0,1,0,1
PROP_2286,1,1,0,0,1
PROP_2287,0,0,0,0,0
PROP_2288,0,0,1,1,1
PROP_2289,1,1,1,1,1
PROP_2290,0,1,1,0,0
PROP_2291,1,0,0,1,0
PROP_2292,1,0,1,1,0
PROP_2293,0,0,0,1,0
PROP_2294,0,1,1,1,0
PROP_2295,1,0,1,0,1
PROP_2296,1,0,1,1,1
PROP_2297,1,1,0,1,1
PROP_2298,0,0,1,0,1
PROP_2299,0,1,0,1,1
PROP_2300,1,1,0,1,1
PROP_2301,0,1,1,0,0
PROP_2302,1,0,1,1,1
PROP_2303,1,1,0,0,1
PROP_2304,0,0,1,1,0
PROP_2305,0,1,0,0,1
PROP_2306,0,0,1,1,1
PROP_2307,1,0,1,1,1
PROP_2308,0,1,0,1,1
PROP_2309,1,1,0,1,0
PROP_2310,0,1,0,0,1
PROP_2311,1,0,0,0,1
PROP_2312,1,1,1,0,0
PROP_2313,0,0,1,0,1
PROP_2314,0,0,0,0,0
PROP_2315,1,0,0,1,1
PROP_2316,0,0,1,0,0
PROP_2317,0,1,1,0,1
PROP_2318,0,0,1,0,1
PROP_2319,1,0,0,0,1
PROP_2320,0,0,1,0,1
PROP_2321,0,1,1,0,0
PROP_2322,0,0,1,0,0
PROP_2323,1,0,0,0,1
PROP_2324,0,1,0,0,1
PROP_2325,0,1,1,1,0
PROP_2326,1,0,1,1,1
PROP_2327,0,1,0,0,1
PROP_2328,0,0,0,0,0
PROP_2329,0,1,0,0,0
PROP_2330,0,1,0,1,0
PROP_2331,1,1,0,0,0
PROP_2332,0,0,0,0,1
PROP_2333,1,1,1,0,0
PROP_2334,0,1,0,1,0
PROP_2335,1,0,0,0,1
PROP_2336,1,0,0,0,0
PROP_2337,0,1,0,0,1
PROP_2338,0,1,1,0,0
PROP_2339,1,0,0,1,0
PROP_2340,1,0,1,0,0
PROP_2341,0,1,0,0,0
PROP_2342,1,0,1,1,0
PROP_2343,1,0,0,0,1
PROP_2344,0,1,1,0,1
PROP_2345,1,1,0,0,1
PROP_2346,0,1,0,1,1
PROP_2347,0,0,0,0,0
PROP_2348,0,0,0,1,1
PROP_2349,1,1,0,0,1
PROP_2350,0,0,1,0,1
PROP_2351,1,1,1,0,0
PROP_2352,0,0,1,0,0
PROP_2353,1,1,1,1,1
PROP_2354,0,0,0,0,0
PROP_2355,0,1,1,1,0
PROP_2356,0,0,0,0,1
PROP_2357,0,1,0,0,1
PROP_2358,0,1,0,1,0
PROP_2359,1,1,1,1,1
PROP_2360,0,0,0,0,1
PROP_2361,0,1,1,0,1
PROP_2362,0,1,1,1,0
PROP_2363,0,0,1,1,1
PROP_2364,1,0,0,1,1
PROP_2365,0,1,1,1,0
PROP_2366,0,1,0,1,0
PROP_2367,1,1,0,1,1
PROP_2368,0,1,0,0,1
PROP_2369,0,1,0,1,0
PROP_2370,1,1,1,0,0
PROP_2371,1,0,1,0,1
PROP_2372,0,1,0,1,1
PROP_2373,1,1,1,0,1
PROP_2374,0,0,1,1,1
PROP_2375,1,1,1,1,0
PROP_2376,1,1,0,0,1
PROP_2377,0,1,0,1,0
PROP_2378,0,1,1,1,1
PROP_2379,1,1,1,0,0
PROP_2380,0,0,0,0,0
PROP_2381,0,1,0,0,0
PROP_2382,0,0,0,0,1
PROP_2383,0,1,1,0,0
PROP_2384,1,0,0,0,0
PROP_2385,1,1,0,0,1
PROP_2386,0,1,1,1,1
PROP_2387,0,0,1,1,1
PROP_2388,1,1,0,0,0
PROP_2389,1,0,1,0,0
PROP_2390,0,1,1,1,1
PROP_2391,0,0,1,0,0
PROP_2392,1,0,1,0,0
PROP_2393,1,0,1,1,0
PROP_2394,1,1,0,1,1
PROP_2395,1,0,0,1,0
PROP_2396,1,1,0,1,0
PROP_2397,0,0,1,0,0
PROP_2398,1,0,1,1,1
PROP_2399,1,0,1,0,0
PROP_2400,0,0,1,1,1
PROP_2401,0,1,0,1,0
PROP_2402,0,1,1,0,0
PROP_2403,0,0,1,0,0
PROP_2404,0,1,1,1,1
PROP_2405,1,0,0,0,0
PROP_2406,1,1,0,0,0
PROP_2407,1,0,1,0,0
PROP_2408,1,0,1,0,0
PROP_2409,1,1,1,1,1
PROP_2410,1,1,0,1,1
PROP_2411,0,1,0,0,1
PROP_2412,1,0,0,0,0
PROP_2413,1,1,0,0,1
PROP_2414,0,1,1,0,0
PROP_2415,1,1,1,0,0
PROP_2416,1,0,0,1,1
PROP_2417,0,0,0,0,0
PROP_2418,1,1,1,1,1
PROP_2419,0,0,0,1,0
PROP_2420,1,1,1,1,0
PROP_2421,0,0,1,1,1
PROP_2422,0,1,1,0,1
PROP_2423,1,1,1,1,1
PROP_2424,1,0,1,1,1
PROP_2425,0,1,0,1,1
PROP_2426,0,0,0,1,0
PROP_2427,1,0,1,0,0
PROP_2428,1,1,1,0,0
PROP_2429,1,0,1,1,1
PROP_2430,1,0,0,0,0
PROP_2431,0,1,1,1,1
PROP_2432,1,1,0,0,1
PROP_2433,0,1,1,0,0
PROP_2434,0,1,0,1,0
PROP_2435,1,1,1,1,1
PROP_2436,0,1,0,0,1
PROP_2437,1,0,1,0,0
PROP_2438,0,1,1,1,1
PROP_2439,0,0,0,1,1
PROP_2440,1,1,1,1,0
PROP_2441,1,1,1,0,0
PROP_2442,0,0,1,0,0
PROP_2443,0,1,0,0,0
PROP_2444,1,1,1,0,1
PROP_2445,0,0,1,1,1
PROP_2446,1,1,0,1,1
PROP_2447,0,0,0,0,0
PROP_2448,1,0,1,1,0
PROP_2449,0,1,0,1,0
PROP_2450,0,0,0,1,1
PROP_2451,1,0,1,0,0
PROP_2452,0,0,0,0,0
PROP_2453,0,0,0,0,0
PROP_2454,1,1,1,1,0
PROP_2455,1,0,1,0,0
PROP_2456,1,0,1,0,1
PROP_2457,0,0,1,0,1
