Property_ID,City,Property_Type,BHK,Built_up_Area_SqFt,Price_INR,Furnishing_Status,Transaction_Type,Construction_Status,Listing_Date,Agent_ID
PROP_2292,Delhi,Independent House,1,4532,37718676,Furnished,Resale,Under Construction,2023-06-27,AGT_010
PROP_2293,Delhi,Villa,3,2443,21189771,Furnished,New Property,Under Construction,2023-01-01,AGT_025
PROP_2294,Hyderabad,Villa,4,3198,27700950,Unfurnished,New Property,Under Construction,2023-09-24,AGT_020
PROP_2295,Delhi,Penthouse,2,1103,9961955,Semi-Furnished,Resale,Ready to Move,2023-12-11,AGT_010
PROP_2296,Jaipur,Apartment,2,3467,13088193,Unfurnished,New Property,Under Construction,2023-04-10,AGT_009
PROP_2297,Mumbai,Villa,1,4005,33322500,Furnished,Resale,Under Construction,2023-03-01,AGT_020
PROP_2298,Mumbai,Penthouse,5,3592,32172089,Unfurnished,New Property,Under Construction,2023-12-31,AGT_013
PROP_2299,Hyderabad,Apartment,3,818,8517796,Furnished,Resale,Ready to Move,2023-01-10,AGT_020
PROP_2300,Jaipur,Apartment,1,2805,10817409,Semi-Furnished,New Property,Under Construction,2023-01-14,AGT_013
PROP_2301,Hyderabad,Independent House,5,1662,15767301,Unfurnished,New Property,Ready to Move,2023-12-17,AGT_016
PROP_2302,Ambala,Penthouse,4,4636,18812888,Unfurnished,New Property,Ready to Move,2023-05-03,AGT_025
PROP_2303,Hyderabad,Apartment,5,2531,23519762,Unfurnished,Resale,Under Construction,2023-08-07,AGT_020
PROP_2304,Gurgaon,Penthouse,4,956,9459353,Semi-Furnished,New Property,Ready to Move,2023-05-28,AGT_008
PROP_2305,Mumbai,Villa,1,2730,22814186,Unfurnished,New Property,Under Construction,2023-06-18,AGT_004
PROP_2306,Noida,Independent House,2,3960,33260681,Furnished,New Property,Under Construction,2023-06-28,AGT_003
PROP_2307,Ambala,Villa,2,2102,8299525,Unfurnished,New Property,Ready to Move,2024-01-28,AGT_005
PROP_2308,Chandigarh,Penthouse,4,541,4679563,Semi-Furnished,New Property,Under Construction,2023-10-07,AGT_012
PROP_2309,Jaipur,Independent House,1,3641,13079645,Unfurnished,Resale,Ready to Move,2023-07-22,AGT_021
PROP_2310,Gurgaon,Apartment,2,2569,22513391,Semi-Furnished,Resale,Ready to Move,2023-06-02,AGT_010
PROP_2311,Jaipur,Apartment,4,3978,16882460,Furnished,New Property,Ready to Move,2023-06-03,AGT_009
PROP_2312,Ambala,Apartment,2,3390,12860055,Furnished,New Property,Under Construction,2023-04-25,AGT_025
PROP_2313,Hyderabad,Apartment,4,2080,18733410,Semi-Furnished,New Property,Ready to Move,2023-09-11,AGT_015
PROP_2314,Lucknow,Villa,4,4456,18128885,Semi-Furnished,New Property,Under Construction,2023-09-03,AGT_012
PROP_2315,Delhi,Villa,1,555,5085502,Furnished,New Property,Ready to Move,2023-01-02,AGT_012
PROP_2316,Hyderabad,Apartment,4,2502,21943219,Unfurnished,New Property,Under Construction,2023-07-29,AGT_005
PROP_2317,Noida,Independent House,4,2169,20056469,Furnished,Resale,Ready to Move,2023-05-22,AGT_017
PROP_2318,Jaipur,Villa,4,3172,13342244,Unfurnished,New Property,Under Construction,2023-04-23,AGT_012
PROP_2319,Hyderabad,Independent House,3,4249,36222585,Furnished,Resale,Under Construction,2023-06-06,AGT_021
PROP_2320,Chandigarh,Independent House,5,1051,6492410,Unfurnished,Resale,Ready to Move,2023-03-04,AGT_010
PROP_2321,Lucknow,Apartment,1,3919,14619862,Unfurnished,Resale,Ready to Move,2023-12-20,AGT_024
PROP_2322,Hyderabad,Apartment,5,3212,28889856,Furnished,New Property,Under Construction,2023-07-07,AGT_003
PROP_2323,Hyderabad,Penthouse,1,1844,15282302,Semi-Furnished,New Property,Ready to Move,2023-07-20,AGT_021
PROP_2324,Hyderabad,Villa,3,699,6938504,Furnished,Resale,Ready to Move,2023-05-19,AGT_006
PROP_2325,Noida,Independent House,4,1832,17616340,Unfurnished,New Property,Under Construction,2023-12-31,AGT_022
PROP_2326,Jaipur,Apartment,1,553,2259683,Furnished,Resale,Ready to Move,2023-02-14,AGT_002
PROP_2327,Mumbai,Villa,5,633,8436023,Unfurnished,New Property,Ready to Move,2023-04-12,AGT_006
PROP_2328,Mumbai,Independent House,3,2726,23383487,Furnished,Resale,Ready to Move,2023-02-05,AGT_014
PROP_2329,Lucknow,Apartment,4,4898,19078379,Unfurnished,Resale,Ready to Move,2023-06-09,AGT_013
PROP_2330,Gurgaon,Apartment,1,2125,18129312,Semi-Furnished,New Property,Ready to Move,2024-01-01,AGT_009
PROP_2331,Hyderabad,Independent House,5,1282,13174771,Unfurnished,New Property,Under Construction,2023-01-26,AGT_011
PROP_2332,Hyderabad,Independent House,4,3914,33824538,Furnished,New Property,Under Construction,2023-11-21,AGT_019
PROP_2333,Chandigarh,Independent House,3,4140,16211697,Furnished,New Property,Under Construction,2024-02-07,AGT_008
PROP_2334,Jaipur,Independent House,1,3719,13513427,Unfurnished,New Property,Under Construction,2024-01-15,AGT_011
PROP_2335,Hyderabad,Penthouse,4,3352,29625656,Unfurnished,Resale,Under Construction,2023-09-19,AGT_001
PROP_2336,Gurgaon,Apartment,3,454,5632307,Semi-Furnished,New Property,Under Construction,2023-02-19,AGT_016
PROP_2337,Lucknow,Penthouse,3,2779,12185826,Unfurnished,Resale,Ready to Move,2023-10-30,AGT_018
PROP_2338,Gurgaon,Independent House,3,3642,31588576,Unfurnished,New Property,Under Construction,2023-08-16,AGT_011
PROP_2339,Delhi,Apartment,1,598,5566889,Semi-Furnished,New Property,Under Construction,2023-04-12,AGT_016
PROP_2340,Mumbai,Independent House,2,4696,38617112,Furnished,New Property,Under Construction,2023-03-19,AGT_017
PROP_2341,Jaipur,Villa,2,1975,8613698,Furnished,New Property,Under Construction,2023-02-11,AGT_018
PROP_2342,Ambala,Independent House,2,3330,13109478,Semi-Furnished,Resale,Ready to Move,2023-04-01,AGT_001
PROP_2343,Delhi,Independent House,5,3663,32601131,Semi-Furnished,Resale,Under Construction,2023-04-18,AGT_018
PROP_2344,Mumbai,Independent House,4,819,9151355,Semi-Furnished,Resale,Under Construction,2023-01-16,AGT_008
PROP_2345,Ambala,Penthouse,4,3217,13070653,Semi-Furnished,Resale,Ready to Move,2024-01-24,AGT_020
PROP_2346,Ambala,Apartment,1,4354,15573289,Furnished,Resale,Ready to Move,2023-06-25,AGT_020
PROP_2347,Bangalore,Independent House,5,582,7579626,Semi-Furnished,Resale,Ready to Move,2023-11-13,AGT_014
PROP_2348,Mumbai,Apartment,2,3404,28971876,Semi-Furnished,New Property,Under Construction,2024-02-20,AGT_018
PROP_2349,Mumbai,Villa,5,4904,42036698,Furnished,New Property,Under Construction,2023-10-07,AGT_001
PROP_2350,Jaipur,Villa,5,4802,19947914,Furnished,New Property,Under Construction,2023-12-06,AGT_003
PROP_2351,Hyderabad,Villa,5,1862,17989350,Furnished,New Property,Under Construction,2023-09-01,AGT_011
PROP_2352,Hyderabad,Apartment,2,4546,37311081,Unfurnished,Resale,Ready to Move,2023-05-02,AGT_010
PROP_2353,Ambala,Apartment,3,1224,5903052,Semi-Furnished,New Property,Ready to Move,2023-01-30,AGT_017
PROP_2354,Noida,Penthouse,5,2806,25353325,Semi-Furnished,New Property,Ready to Move,2023-08-03,AGT_004
PROP_2355,Delhi,Villa,5,2600,24159484,Unfurnished,Resale,Ready to Move,2023-01-16,AGT_007
PROP_2356,Chandigarh,Villa,5,495,4214201,Furnished,Resale,Under Construction,2023-10-15,AGT_012
PROP_2357,Noida,Independent House,4,3882,33737170,Unfurnished,New Property,Ready to Move,2024-01-21,AGT_012
PROP_2358,Delhi,Penthouse,3,619,6343412,Furnished,New Property,Ready to Move,2024-02-18,AGT_024
PROP_2359,Lucknow,Independent House,1,1666,7072629,Semi-Furnished,New Property,Ready to Move,2024-02-24,AGT_013
PROP_2360,Hyderabad,Penthouse,4,3162,27623483,Unfurnished,Resale,Ready to Move,2024-02-12,AGT_003
PROP_2361,Mumbai,Penthouse,4,3631,30855557,Unfurnished,New Property,Ready to Move,2023-08-20,AGT_009
PROP_2362,Jaipur,Apartment,5,2351,10974060,Furnished,Resale,Under Construction,2023-11-22,AGT_024
PROP_2363,Mumbai,Villa,5,3590,31640338,Semi-Furnished,Resale,Ready to Move,2024-01-31,AGT_025
PROP_2364,Hyderabad,Penthouse,5,2935,26718229,Unfurnished,New Property,Ready to Move,2023-04-19,AGT_006
PROP_2365,Ambala,Penthouse,5,2223,10943127,Furnished,Resale,Ready to Move,2024-02-14,AGT_025
PROP_2366,Noida,Independent House,5,2140,20372121,Furnished,Resale,Under Construction,2024-01-21,AGT_007
PROP_2367,Lucknow,Apartment,3,3918,15229786,Semi-Furnished,Resale,Under Construction,2023-06-23,AGT_013
PROP_2368,Jaipur,Apartment,5,1846,8986990,Unfurnished,New Property,Under Construction,2023-07-13,AGT_011
PROP_2369,Bangalore,Villa,5,4307,37197048,Semi-Furnished,Resale,Ready to Move,2024-01-08,AGT_004
PROP_2370,Ambala,Penthouse,5,2606,12146689,Unfurnished,New Property,Under Construction,2023-08-31,AGT_012
PROP_2371,Jaipur,Penthouse,1,2145,7898366,Unfurnished,New Property,Under Construction,2023-07-20,AGT_008
PROP_2372,Jaipur,Apartment,1,4798,18178425,Semi-Furnished,New Property,Under Construction,2023-09-23,AGT_001
PROP_2373,Bangalore,Apartment,2,4412,36346162,Unfurnished,Resale,Under Construction,2023-12-27,AGT_011
PROP_2374,Jaipur,Apartment,2,3468,13697265,Furnished,Resale,Ready to Move,2024-01-01,AGT_019
PROP_2375,Delhi,Apartment,1,4689,38935745,Semi-Furnished,New Property,Under Construction,2023-04-07,AGT_012
PROP_2376,Jaipur,Villa,5,4734,19131645,Semi-Furnished,Resale,Under Construction,2024-01-04,AGT_020
PROP_2377,Gurgaon,Independent House,4,4995,42891158,Unfurnished,Resale,Ready to Move,2024-01-11,AGT_020
PROP_2378,Delhi,Penthouse,3,1742,15810277,Unfurnished,Resale,Under Construction,2023-07-31,AGT_017
PROP_2379,Mumbai,Independent House,5,2510,22496846,Furnished,Resale,Ready to Move,2023-06-03,AGT_015
PROP_2380,Noida,Independent House,3,905,8718603,Unfurnished,Resale,Ready to Move,2024-01-22,AGT_013
PROP_2381,Lucknow,Penthouse,1,4639,17173097,Furnished,New Property,Under Construction,2023-03-26,AGT_013
PROP_2382,Chandigarh,Apartment,5,806,5949608,Unfurnished,New Property,Under Construction,2023-02-22,AGT_020
PROP_2383,Delhi,Penthouse,3,857,8699897,Semi-Furnished,Resale,Under Construction,2023-06-27,AGT_018
PROP_2384,Delhi,Penthouse,4,3175,27825309,Unfurnished,Resale,Under Construction,2023-06-29,AGT_012
PROP_2385,Gurgaon,Apartment,5,1155,12589354,Semi-Furnished,New Property,Under Construction,2023-08-05,AGT_005
PROP_2386,Lucknow,Villa,3,2150,9449116,Furnished,New Property,Under Construction,2023-07-06,AGT_015
PROP_2387,Lucknow,Independent House,3,3447,13404993,Furnished,New Property,Ready to Move,2024-01-28,AGT_012
PROP_2388,Jaipur,Independent House,1,1788,7262501,Semi-Furnished,New Property,Ready to Move,2023-06-02,AGT_020
PROP_2389,Gurgaon,Independent House,2,3168,26656439,Semi-Furnished,New Property,Under Construction,2024-01-10,AGT_004
PROP_2390,Mumbai,Apartment,4,1062,10903330,Semi-Furnished,Resale,Under Construction,2023-02-24,AGT_007
PROP_2391,Noida,Apartment,4,3308,29214990,Semi-Furnished,New Property,Under Construction,2023-08-08,AGT_007
PROP_2392,Hyderabad,Independent House,2,1795,15643662,Semi-Furnished,Resale,Under Construction,2023-06-09,AGT_014
PROP_2393,Hyderabad,Penthouse,4,2026,18656208,Semi-Furnished,New Property,Under Construction,2023-08-08,AGT_007
PROP_2394,Hyderabad,Apartment,1,2840,23986732,Furnished,New Property,Under Construction,2024-02-12,AGT_010
PROP_2395,Bangalore,Apartment,5,548,7579000,Semi-Furnished,Resale,Ready to Move,2023-06-12,AGT_016
PROP_2396,Jaipur,Independent House,2,4045,15005539,Furnished,Resale,Ready to Move,2023-02-08,AGT_012
PROP_2397,Mumbai,Villa,1,3295,27708467,Semi-Furnished,Resale,Under Construction,2023-02-13,AGT_016
PROP_2398,Hyderabad,Independent House,3,669,7366056,Furnished,New Property,Ready to Move,2024-01-14,AGT_013
PROP_2399,Jaipur,Independent House,5,1769,9356713,Semi-Furnished,Resale,Ready to Move,2023-06-25,AGT_005
PROP_2400,Lucknow,Apartment,2,3378,13156234,Unfurnished,New Property,Ready to Move,2023-05-14,AGT_002
PROP_2401,Hyderabad,Penthouse,3,1486,13536939,Furnished,Resale,Under Construction,2024-02-21,AGT_019
PROP_2402,Ambala,Apartment,5,4979,20769534,Furnished,Resale,Ready to Move,2023-04-27,AGT_007
PROP_2403,Gurgaon,Independent House,1,3978,33209657,Semi-Furnished,New Property,Under Construction,2023-08-24,AGT_011
PROP_2404,Lucknow,Apartment,2,1010,5294865,Unfurnished,Resale,Ready to Move,2023-01-31,AGT_019
PROP_2405,Noida,Apartment,5,4619,40046120,Furnished,New Property,Ready to Move,2023-07-17,AGT_022
PROP_2406,Mumbai,Villa,3,2890,25173017,Furnished,Resale,Ready to Move,2023-07-04,AGT_004
PROP_2407,Delhi,Villa,2,2949,24815467,Furnished,New Property,Under Construction,2023-04-29,AGT_008
PROP_2408,Jaipur,Apartment,2,3507,14176212,Unfurnished,Resale,Ready to Move,2023-03-19,AGT_020
PROP_2409,Bangalore,Villa,5,2591,23648453,Semi-Furnished,Resale,Under Construction,2023-10-06,AGT_020
PROP_2410,Chandigarh,Apartment,5,2594,12327826,Furnished,New Property,Under Construction,2023-09-18,AGT_007
PROP_2411,Delhi,Villa,4,497,6734728,Unfurnished,New Property,Under Construction,2024-02-05,AGT_001
PROP_2412,Gurgaon,Apartment,1,1854,15405192,Unfurnished,New Property,Ready to Move,2023-10-10,AGT_006
PROP_2413,Mumbai,Independent House,5,4039,34956036,Unfurnished,New Property,Ready to Move,2023-12-26,AGT_005
PROP_2414,Gurgaon,Villa,2,2146,18448517,Semi-Furnished,New Property,Ready to Move,2023-08-23,AGT_006
PROP_2415,Bangalore,Independent House,2,1158,11247352,Furnished,Resale,Ready to Move,2023-10-30,AGT_015
PROP_2416,Gurgaon,Penthouse,3,1107,10937922,Furnished,Resale,Under Construction,2023-04-12,AGT_021
PROP_2417,Lucknow,Villa,5,670,5296630,Semi-Furnished,Resale,Ready to Move,2023-12-04,AGT_015
PROP_2418,Ambala,Penthouse,5,4928,19561174,Furnished,New Property,Under Construction,2023-07-28,AGT_004
PROP_2419,Mumbai,Apartment,1,4752,38918506,Unfurnished,New Property,Under Construction,2023-11-02,AGT_007
PROP_2420,Ambala,Villa,5,3353,14712856,Unfurnished,New Property,Under Construction,2023-05-28,AGT_008
PROP_2421,Jaipur,Apartment,4,4906,19798635,Furnished,Resale,Ready to Move,2024-01-23,AGT_012
PROP_2422,Chandigarh,Independent House,3,2171,8903237,Unfurnished,New Property,Under Construction,2023-04-16,AGT_015
PROP_2423,Bangalore,Penthouse,3,1938,17305167,Furnished,New Property,Ready to Move,2023-03-25,AGT_015
PROP_2424,Hyderabad,Villa,4,1939,17859254,Semi-Furnished,Resale,Under Construction,2023-06-04,AGT_002
PROP_2425,Jaipur,Independent House,3,1061,5814839,Furnished,Resale,Under Construction,2024-02-15,AGT_011
PROP_2426,Chandigarh,Villa,2,1307,5966298,Unfurnished,Resale,Ready to Move,2023-10-03,AGT_010
PROP_2427,Gurgaon,Villa,2,3623,30812944,Semi-Furnished,New Property,Under Construction,2023-01-18,AGT_011
PROP_2428,Chandigarh,Villa,4,1748,8882075,Unfurnished,Resale,Under Construction,2024-01-15,AGT_015
PROP_2429,Ambala,Penthouse,3,641,3904903,Semi-Furnished,New Property,Under Construction,2023-05-12,AGT_004
PROP_2430,Delhi,Apartment,3,4892,41461817,Unfurnished,Resale,Ready to Move,2023-11-04,AGT_021
PROP_2431,Noida,Villa,1,3631,30112502,Unfurnished,Resale,Under Construction,2023-10-15,AGT_005
PROP_2432,Lucknow,Apartment,4,1963,9085396,Furnished,Resale,Ready to Move,2023-11-11,AGT_008
PROP_2433,Bangalore,Apartment,1,3129,25559125,Unfurnished,Resale,Under Construction,2024-02-17,AGT_003
PROP_2434,Bangalore,Penthouse,1,2310,19265192,Semi-Furnished,New Property,Under Construction,2023-01-19,AGT_007
PROP_2435,Chandigarh,Independent House,4,3480,14907790,Furnished,New Property,Under Construction,2024-01-14,AGT_025
PROP_2436,Chandigarh,Penthouse,2,1076,5580978,Semi-Furnished,New Property,Ready to Move,2023-06-07,AGT_013
PROP_2437,Jaipur,Independent House,2,1881,7766638,Furnished,Resale,Ready to Move,2023-08-01,AGT_018
PROP_2438,Delhi,Villa,5,3548,30930623,Furnished,Resale,Ready to Move,2023-03-17,AGT_023
PROP_2439,Jaipur,Apartment,4,2833,12164278,Unfurnished,Resale,Ready to Move,2023-10-04,AGT_008
PROP_2440,Hyderabad,Villa,3,3213,27572059,Unfurnished,New Property,Ready to Move,2023-05-12,AGT_014
PROP_2441,Bangalore,Penthouse,3,861,8459213,Unfurnished,New Property,Under Construction,2023-08-15,AGT_004
PROP_2442,Ambala,Villa,1,4352,16717931,Semi-Furnished,New Property,Ready to Move,2023-02-20,AGT_009
PROP_2443,Bangalore,Villa,3,3565,30179727,Unfurnished,New Property,Ready to Move,2023-02-11,AGT_001
PROP_2444,Delhi,Apartment,3,4453,36970262,Semi-Furnished,New Property,Under Construction,2023-04-11,AGT_016
PROP_2445,Jaipur,Apartment,4,2402,10586055,Furnished,Resale,Ready to Move,2023-11-01,AGT_025
PROP_2446,Mumbai,Penthouse,1,4608,38349416,Furnished,New Property,Under Construction,2023-11-29,AGT_022
PROP_2447,Gurgaon,Penthouse,1,3884,32360222,Furnished,Resale,Ready to Move,2024-02-24,AGT_010
PROP_2448,Chandigarh,Apartment,2,2128,8480109,Furnished,New Property,Ready to Move,2023-05-21,AGT_004
PROP_2449,Mumbai,Penthouse,3,3754,31953591,Semi-Furnished,Resale,Under Construction,2024-01-14,AGT_021
PROP_2450,Jaipur,Penthouse,4,2062,10025094,Furnished,New Property,Ready to Move,2023-05-02,AGT_008
PROP_2451,Noida,Villa,3,1752,15784138,Semi-Furnished,Resale,Ready to Move,2023-10-01,AGT_022
PROP_2452,Noida,Apartment,2,1651,14757805,Unfurnished,Resale,Ready to Move,2023-01-04,AGT_018
PROP_2453,Delhi,Independent House,1,1886,15696155,Semi-Furnished,Resale,Ready to Move,2023-11-04,AGT_002
PROP_2454,Hyderabad,Independent House,2,1583,14071603,Furnished,New Property,Under Construction,2023-10-02,AGT_011
PROP_2455,Lucknow,Apartment,4,3644,15718183,Semi-Furnished,Resale,Ready to Move,2023-05-03,AGT_008
PROP_2456,Gurgaon,Penthouse,1,3262,27449500,Unfurnished,New Property,Ready to Move,2023-04-15,AGT_009
PROP_2457,Ambala,Apartment,5,2120,10695409,Semi-Furnished,Resale,Under Construction,2023-06-29,AGT_004
PROP_2458,Gurgaon,Penthouse,3,3977,33379208,Semi-Furnished,Resale,Ready to Move,2024-02-18,AGT_006
PROP_2459,Lucknow,Independent House,2,3812,15037206,Furnished,Resale,Ready to Move,2023-03-13,AGT_019
PROP_2460,Delhi,Apartment,3,2338,21043577,Furnished,Resale,Under Construction,2023-06-27,AGT_010
PROP_2461,Chandigarh,Independent House,3,2944,12002795,Semi-Furnished,New Property,Ready to Move,2024-01-03,AGT_007
PROP_2462,Delhi,Apartment,1,763,6679235,Semi-Furnished,Resale,Ready to Move,2023-01-01,AGT_012
PROP_2463,Mumbai,Independent House,5,2218,21044288,Unfurnished,New Property,Ready to Move,2024-02-23,AGT_001
PROP_2464,Noida,Independent House,1,1252,10905461,Semi-Furnished,Resale,Ready to Move,2023-08-19,AGT_021
PROP_2465,Delhi,Penthouse,4,2492,22842327,Unfurnished,Resale,Ready to Move,2023-12-10,AGT_020
PROP_2466,Bangalore,Villa,5,2413,21967896,Furnished,New Property,Ready to Move,2023-01-29,AGT_024
PROP_2467,Bangalore,Independent House,3,3406,29689178,Semi-Furnished,Resale,Under Construction,2023-04-26,AGT_024
PROP_2468,Delhi,Penthouse,3,3138,26744860,Unfurnished,New Property,Ready to Move,2023-04-26,AGT_009
PROP_2469,Bangalore,Apartment,1,1415,12225899,Furnished,Resale,Under Construction,2023-10-08,AGT_006
PROP_2470,Noida,Penthouse,4,2546,22962054,Unfurnished,Resale,Under Construction,2023-12-05,AGT_009
PROP_2471,Jaipur,Villa,2,2807,10962668,Furnished,New Property,Ready to Move,2024-02-01,AGT_025
PROP_2472,Chandigarh,Apartment,3,3008,12757248,Furnished,New Property,Under Construction,2023-03-02,AGT_025
PROP_2473,Lucknow,Apartment,3,1594,7876300,Unfurnished,New Property,Ready to Move,2023-04-14,AGT_005
PROP_2474,Ambala,Villa,4,3658,15770404,Semi-Furnished,Resale,Under Construction,2023-12-06,AGT_023
PROP_2475,Mumbai,Villa,1,720,6948610,Semi-Furnished,New Property,Under Construction,2023-10-12,AGT_021
PROP_2476,Gurgaon,Villa,1,1041,9571045,Semi-Furnished,Resale,Under Construction,2023-07-15,AGT_013
PROP_2477,Bangalore,Villa,1,2208,18877327,Furnished,Resale,Under Construction,2023-07-12,AGT_021
PROP_2478,Mumbai,Apartment,2,1111,10854367,Furnished,Resale,Ready to Move,2023-10-13,AGT_012
PROP_2479,Delhi,Independent House,2,2701,23382578,Unfurnished,New Property,Ready to Move,2024-01-29,AGT_004
PROP_2480,Gurgaon,Penthouse,4,2259,21019151,Semi-Furnished,New Property,Ready to Move,2023-01-09,AGT_011
PROP_2481,Delhi,Apartment,3,3105,26592652,Semi-Furnished,Resale,Under Construction,2023-07-29,AGT_024
PROP_2482,Bangalore,Villa,2,1996,17141666,Unfurnished,New Property,Under Construction,2024-01-19,AGT_002
PROP_2483,Lucknow,Penthouse,5,2660,11829504,Furnished,Resale,Ready to Move,2024-02-15,AGT_023
PROP_2484,Gurgaon,Villa,1,1472,13248621,Unfurnished,Resale,Ready to Move,2023-02-28,AGT_017
PROP_2485,Noida,Apartment,2,3239,27486696,Semi-Furnished,New Property,Ready to Move,2023-06-08,AGT_016
PROP_2486,Gurgaon,Villa,5,3110,27975478,Semi-Furnished,New Property,Ready to Move,2023-12-24,AGT_013
PROP_2487,Jaipur,Villa,5,4692,19443813,Furnished,Resale,Under Construction,2023-10-09,AGT_025
PROP_2488,Mumbai,Penthouse,4,4635,39103856,Semi-Furnished,Resale,Ready to Move,2023-06-06,AGT_012
PROP_2489,Ambala,Penthouse,4,1187,6468702,Unfurnished,New Property,Ready to Move,2023-01-17,AGT_013
PROP_2490,Ambala,Independent House,1,4981,18035981,Unfurnished,Resale,Ready to Move,2023-08-01,AGT_020
PROP_2491,Noida,Apartment,4,973,10125996,Semi-Furnished,New Property,Under Construction,2024-01-02,AGT_011
PROP_2492,Lucknow,Villa,3,1294,5891103,Unfurnished,Resale,Ready to Move,2023-05-22,AGT_008
PROP_2493,Gurgaon,Independent House,5,1557,15412581,Unfurnished,New Property,Ready to Move,2024-02-17,AGT_017
PROP_2494,Jaipur,Apartment,5,3486,15062778,Unfurnished,Resale,Under Construction,2024-02-01,AGT_011
PROP_2495,Gurgaon,Apartment,3,770,7575541,Unfurnished,Resale,Under Construction,2023-04-09,AGT_004
PROP_2496,Hyderabad,Independent House,2,3068,25845930,Unfurnished,New Property,Under Construction,2024-02-03,AGT_021
PROP_2497,Lucknow,Villa,2,2203,8730098,Unfurnished,Resale,Under Construction,2023-07-30,AGT_025
PROP_2498,Delhi,Apartment,4,3821,32452751,Furnished,New Property,Under Construction,2023-10-01,AGT_017
PROP_2499,Noida,Apartment,3,2879,25440831,Unfurnished,Resale,Under Construction,2023-09-30,AGT_001
PROP_2500,Noida,Villa,1,3735,30256329,Unfurnished,New Property,Ready to Move,2023-05-25,AGT_003
PROP_2501,Ambala,Penthouse,1,2636,10532906,Unfurnished,Resale,Under Construction,2023-10-17,AGT_025
PROP_2502,Lucknow,Villa,2,4860,18392141,Furnished,Resale,Ready to Move,2023-11-14,AGT_005
PROP_2503,Chandigarh,Apartment,5,2709,12213539,Furnished,Resale,Under Construction,2023-10-18,AGT_018
PROP_2504,Jaipur,Apartment,4,4794,19276508,Unfurnished,New Property,Ready to Move,2023-07-14,AGT_023
PROP_2505,Noida,Apartment,2,995,9045655,Furnished,Resale,Under Construction,2023-06-29,AGT_001
PROP_2506,Ambala,Independent House,5,1575,8769979,Semi-Furnished,New Property,Under Construction,2024-02-23,AGT_003
PROP_2507,Jaipur,Penthouse,5,3711,15413131,Furnished,New Property,Ready to Move,2023-01-28,AGT_012
PROP_2508,Jaipur,Apartment,3,2232,10187292,Semi-Furnished,Resale,Under Construction,2023-03-23,AGT_003
PROP_2509,Ambala,Penthouse,1,790,4017832,Semi-Furnished,New Property,Ready to Move,2023-05-08,AGT_001
PROP_2510,Noida,Apartment,3,898,9348834,Semi-Furnished,Resale,Under Construction,2023-12-14,AGT_017
PROP_2511,Chandigarh,Penthouse,5,3628,15163956,Semi-Furnished,Resale,Ready to Move,2023-09-23,AGT_007
PROP_2512,Mumbai,Penthouse,1,4596,37313181,Furnished,New Property,Under Construction,2023-01-17,AGT_017
PROP_2513,Bangalore,Penthouse,3,994,9437784,Semi-Furnished,Resale,Under Construction,2023-03-05,AGT_020
PROP_2514,Noida,Apartment,5,3056,27508679,Semi-Furnished,Resale,Ready to Move,2023-11-03,AGT_012
PROP_2515,Bangalore,Independent House,1,3915,32112786,Unfurnished,Resale,Ready to Move,2023-02-04,AGT_014
PROP_2516,Mumbai,Villa,1,2018,16688377,Semi-Furnished,Resale,Under Construction,2023-09-27,AGT_016
PROP_2517,Chandigarh,Independent House,3,3751,14805959,Unfurnished,Resale,Under Construction,2023-09-12,AGT_011
PROP_2518,Delhi,Penthouse,3,4830,40129103,Furnished,Resale,Ready to Move,2023-10-27,AGT_022
PROP_2519,Delhi,Villa,2,571,5766752,Furnished,Resale,Ready to Move,2024-02-05,AGT_019
PROP_2520,Ambala,Independent House,4,491,4460420,Semi-Furnished,Resale,Under Construction,2024-02-17,AGT_005
PROP_2521,Delhi,Villa,2,1462,13300829,Furnished,Resale,Ready to Move,2023-03-27,AGT_020
PROP_2522,Delhi,Apartment,4,4403,37518327,Semi-Furnished,New Property,Ready to Move,2023-02-25,AGT_019
PROP_2523,Chandigarh,Villa,5,3029,13188657,Unfurnished,Resale,Ready to Move,2023-11-08,AGT_017
PROP_2524,Delhi,Penthouse,3,1582,14984181,Unfurnished,New Property,Under Construction,2023-07-28,AGT_003
PROP_2525,Noida,Penthouse,5,4924,42787947,Unfurnished,New Property,Under Construction,2023-02-14,AGT_002
PROP_2526,Ambala,Penthouse,5,1699,9043027,Semi-Furnished,Resale,Ready to Move,2023-09-09,AGT_018
PROP_2527,Hyderabad,Apartment,4,1157,12005782,Semi-Furnished,Resale,Under Construction,2023-09-12,AGT_003
PROP_2528,Chandigarh,Penthouse,2,4360,16110356,Furnished,New Property,Under Construction,2023-02-03,AGT_009
PROP_2529,Bangalore,Apartment,4,2669,23438606,Semi-Furnished,Resale,Ready to Move,2023-11-09,AGT_011
PROP_2530,Hyderabad,Apartment,5,4920,42006242,Unfurnished,New Property,Under Construction,2023-05-03,AGT_022
PROP_2531,Noida,Apartment,4,624,7445447,Semi-Furnished,Resale,Under Construction,2024-01-27,AGT_002
PROP_2532,Noida,Villa,2,4232,35385882,Unfurnished,New Property,Under Construction,2024-02-20,AGT_007
PROP_2533,Delhi,Villa,3,2573,22570578,Unfurnished,New Property,Ready to Move,2023-07-24,AGT_017
PROP_2534,Lucknow,Apartment,5,3840,16561486,Furnished,New Property,Under Construction,2023-12-08,AGT_021
